"Subject","Experiment","Group","Age","Gender","Running","Condition","Cycle","Sample","Cue","Target","Acc","Resp","RT"
43,"TPL2","1","21","female","Meaning",NA,"1","1","slake","quench","0","low","4813"
43,"TPL2","1","21","female","Meaning",NA,"1","2","effulgent","shining","0","down","6556"
43,"TPL2","1","21","female","Meaning",NA,"1","3","frond","leaf","0","sad","4011"
43,"TPL2","1","21","female","Meaning",NA,"1","4","opprobrium","disgrace","0","slow","5480"
43,"TPL2","1","21","female","Meaning",NA,"1","5","spoffish","fussy","0","sick","3546"
43,"TPL2","1","21","female","Meaning",NA,"1","6","imprecation","curse","0","angry","5512"
43,"TPL2","1","21","female","Meaning",NA,"1","7","subduce","withdraw","0","gain","6213"
43,"TPL2","1","21","female","Meaning",NA,"1","8","picaroon","cheat","0","animal","3075"
43,"TPL2","1","21","female","Meaning",NA,"1","9","immure","imprison","0","child","4206"
43,"TPL2","1","21","female","Meaning",NA,"1","10","subsecive","spare","0","indecisive","5690"
43,"TPL2","1","21","female","Meaning",NA,"1","11","plangent","noisy","0","bland","4989"
43,"TPL2","1","21","female","Meaning",NA,"1","12","recreant","surrendering","0","noisy","4906"
43,"TPL2","1","21","female","Meaning",NA,"1","13","encomium","tribute","0","money","4363"
43,"TPL2","1","21","female","Meaning",NA,"1","14","contumacious","rebellious","0","contagious","3791"
43,"TPL2","1","21","female","Meaning",NA,"1","15","immolate","sacrifice","0","dis","9992"
43,"TPL2","1","21","female","Recall","Meaning","2","16","picaroon","cheat","1","cheat","4369"
43,"TPL2","1","21","female","Recall","Meaning","2","17","immolate","sacrifice","0","jump","16202"
43,"TPL2","1","21","female","Recall","Meaning","2","18","effulgent","shining","0","tribute","8096"
43,"TPL2","1","21","female","Recall","Meaning","2","19","spoffish","fussy","0","disgrace","9660"
43,"TPL2","1","21","female","Recall","Meaning","2","20","subduce","withdraw","1","withdraw","7241"
43,"TPL2","1","21","female","Recall","Meaning","2","21","subsecive","spare","0","","37303"
43,"TPL2","1","21","female","Recall","Meaning","2","22","opprobrium","disgrace","1","disgrace","6049"
43,"TPL2","1","21","female","Recall","Meaning","2","23","imprecation","curse","0","shining","15412"
43,"TPL2","1","21","female","Recall","Meaning","2","24","recreant","surrendering","0","disturb","87634"
43,"TPL2","1","21","female","Recall","Meaning","2","25","slake","quench","0","","41733"
43,"TPL2","1","21","female","Recall","Meaning","2","26","encomium","tribute","1","tribute","9901"
43,"TPL2","1","21","female","Recall","Meaning","2","27","frond","leaf","1","leaf","2741"
43,"TPL2","1","21","female","Recall","Meaning","2","28","immure","imprison","0","","52378"
43,"TPL2","1","21","female","Recall","Meaning","2","29","plangent","noisy","0","bland","7070"
43,"TPL2","1","21","female","Recall","Meaning","2","30","contumacious","rebellious","0","","84631"
43,"TPL2","1","21","female","PracticeFirstWord",NA,"1","1","droze","drip","0","sleep","3922"
43,"TPL2","1","21","female","PracticeFirstWord",NA,"1","2","leggiadrous","elegant","0","down","6510"
43,"TPL2","1","21","female","PracticeFirstWord",NA,"1","3","zamindar","landlord","0","animal","4801"
43,"TPL2","1","21","female","First Word",NA,"1","1","peculate","embezzle","0","decide","5652"
43,"TPL2","1","21","female","First Word",NA,"1","2","roke","mist","0","coke","2625"
43,"TPL2","1","21","female","First Word",NA,"1","3","interstice","space","0","interesting","4841"
43,"TPL2","1","21","female","First Word",NA,"1","4","superate","overcome","0","late","3299"
43,"TPL2","1","21","female","First Word",NA,"1","5","burgeon","flourish","0","bird","3616"
43,"TPL2","1","21","female","First Word",NA,"1","6","compendious","concise","0","compact","3628"
43,"TPL2","1","21","female","First Word",NA,"1","7","succursal","branch","0","low","3264"
43,"TPL2","1","21","female","First Word",NA,"1","8","valinch","tube","0","needy","8051"
43,"TPL2","1","21","female","First Word",NA,"1","9","descry","discover","0","mood","4797"
43,"TPL2","1","21","female","First Word",NA,"1","10","limpid","clear","0","angry","3484"
43,"TPL2","1","21","female","First Word",NA,"1","11","spoliate","plunder","0","late","5888"
43,"TPL2","1","21","female","First Word",NA,"1","12","subvention","grant","0","vents","4929"
43,"TPL2","1","21","female","First Word",NA,"1","13","everse","overthrow","0","water","4424"
43,"TPL2","1","21","female","First Word",NA,"1","14","sprauncy","smart","0","lace","2931"
43,"TPL2","1","21","female","First Word",NA,"1","15","stolid","unemotional","0","pots","4086"
43,"TPL2","1","21","female","Recall","First Word","3","31","roke","mist","0","river","24729"
43,"TPL2","1","21","female","Recall","First Word","3","32","valinch","tube","0","concise","47215"
43,"TPL2","1","21","female","Recall","First Word","3","33","peculate","embezzle","1","embezzle","4864"
43,"TPL2","1","21","female","Recall","First Word","3","34","everse","overthrow","1","overthrow","9966"
43,"TPL2","1","21","female","Recall","First Word","3","35","superate","overcome","0","","35294"
43,"TPL2","1","21","female","Recall","First Word","3","36","descry","discover","1","discover","13667"
43,"TPL2","1","21","female","Recall","First Word","3","37","compendious","concise","0","unemotional","7334"
43,"TPL2","1","21","female","Recall","First Word","3","38","subvention","grant","0","","73687"
43,"TPL2","1","21","female","Recall","First Word","3","39","interstice","space","0","concise","14242"
43,"TPL2","1","21","female","Recall","First Word","3","40","spoliate","plunder","0","late","45109"
43,"TPL2","1","21","female","Recall","First Word","3","41","succursal","branch","0","insult","21508"
43,"TPL2","1","21","female","Recall","First Word","3","42","limpid","clear","0","unemotional","6106"
43,"TPL2","1","21","female","Recall","First Word","3","43","stolid","unemotional","0","disgrace","15303"
43,"TPL2","1","21","female","Recall","First Word","3","44","burgeon","flourish","1","flourish","5858"
43,"TPL2","1","21","female","Recall","First Word","3","45","sprauncy","smart","1","smart","3701"
44,"TPL2","2","23","female","PracticeStudy",NA,"1","1","tantivy","quick",NA,NA,NA
44,"TPL2","2","23","female","PracticeStudy",NA,"1","2","zamindar","landlord",NA,NA,NA
44,"TPL2","2","23","female","PracticeStudy",NA,"1","3","droze","drip",NA,NA,NA
44,"TPL2","2","23","female","PracticeRecall","Study","1","1","tantivy","quick","1","quick","6322"
44,"TPL2","2","23","female","PracticeRecall","Study","1","2","droze","drip","1","drip","4978"
44,"TPL2","2","23","female","PracticeRecall","Study","1","3","zamindar","landlord","1","landlord","3128"
44,"TPL2","2","23","female","Study",NA,"1","1","gossamer","flimsy",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","2","encomium","tribute",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","3","immolate","sacrifice",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","4","frond","leaf",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","5","spoffish","fussy",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","6","subvention","grant",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","7","inculcate","instil",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","8","esculent","edible",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","9","immure","imprison",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","10","inimical","hostile",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","11","peculate","embezzle",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","12","limpid","clear",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","13","picaroon","cheat",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","14","contumacious","rebellious",NA,NA,NA
44,"TPL2","2","23","female","Study",NA,"1","15","maunder","ramble",NA,NA,NA
44,"TPL2","2","23","female","Recall","Study","1","1","contumacious","rebellious","0","consume","26591"
44,"TPL2","2","23","female","Recall","Study","1","2","subvention","grant","0","loan","30511"
44,"TPL2","2","23","female","Recall","Study","1","3","immure","imprison","0","Immpure","21003"
44,"TPL2","2","23","female","Recall","Study","1","4","maunder","ramble","0","imprison","10574"
44,"TPL2","2","23","female","Recall","Study","1","5","encomium","tribute","0","enviornment","39863"
44,"TPL2","2","23","female","Recall","Study","1","6","esculent","edible","0","escalate","14039"
44,"TPL2","2","23","female","Recall","Study","1","7","peculate","embezzle","0","late","30975"
44,"TPL2","2","23","female","Recall","Study","1","8","spoffish","fussy","1","fussy","8521"
44,"TPL2","2","23","female","Recall","Study","1","9","gossamer","flimsy","0","flussy","13894"
44,"TPL2","2","23","female","Recall","Study","1","10","frond","leaf","1","leaf","4293"
44,"TPL2","2","23","female","Recall","Study","1","11","immolate","sacrifice","0","imprison","7199"
44,"TPL2","2","23","female","Recall","Study","1","12","limpid","clear","0","excited","19180"
44,"TPL2","2","23","female","Recall","Study","1","13","inculcate","instil","0","inaccurate","4624"
44,"TPL2","2","23","female","Recall","Study","1","14","inimical","hostile","0","cause","8095"
44,"TPL2","2","23","female","Recall","Study","1","15","picaroon","cheat","1","cheat","5908"
44,"TPL2","2","23","female","PracticeFirstWord",NA,"1","1","infandous","horrible","0","famous","4997"
44,"TPL2","2","23","female","PracticeFirstWord",NA,"1","2","desman","mole","0","man","5082"
44,"TPL2","2","23","female","PracticeFirstWord",NA,"1","3","carcanet","necklace","0","cat","2126"
44,"TPL2","2","23","female","First Word",NA,"1","1","stanchion","support","0","suction","6442"
44,"TPL2","2","23","female","First Word",NA,"1","2","lassitude","tiredness","0","lass","2569"
44,"TPL2","2","23","female","First Word",NA,"1","3","interstice","space","0","interested","4326"
44,"TPL2","2","23","female","First Word",NA,"1","4","descry","discover","0","desk","2450"
44,"TPL2","2","23","female","First Word",NA,"1","5","opprobrium","disgrace","0","eyes","7495"
44,"TPL2","2","23","female","First Word",NA,"1","6","roke","mist","0","smoke","4818"
44,"TPL2","2","23","female","First Word",NA,"1","7","subsecive","spare","0","subjective","4021"
44,"TPL2","2","23","female","First Word",NA,"1","8","inchoate","undeveloped","0","inch","3964"
44,"TPL2","2","23","female","First Word",NA,"1","9","blandish","flatter","0","embarassed","5232"
44,"TPL2","2","23","female","First Word",NA,"1","10","objurgate","rebuke","0","orange","2608"
44,"TPL2","2","23","female","First Word",NA,"1","11","succursal","branch","0","success","4726"
44,"TPL2","2","23","female","First Word",NA,"1","12","stolid","unemotional","0","solid","2509"
44,"TPL2","2","23","female","First Word",NA,"1","13","superate","overcome","0","seperate","4069"
44,"TPL2","2","23","female","First Word",NA,"1","14","everse","overthrow","0","universe","4755"
44,"TPL2","2","23","female","First Word",NA,"1","15","subluxation","dislocation","0","subtle","7610"
44,"TPL2","2","23","female","Recall","First Word","2","16","stolid","unemotional","1","unemotional","8693"
44,"TPL2","2","23","female","Recall","First Word","2","17","lassitude","tiredness","0","tired","4447"
44,"TPL2","2","23","female","Recall","First Word","2","18","blandish","flatter","0","success","10029"
44,"TPL2","2","23","female","Recall","First Word","2","19","superate","overcome","0","achieve","13148"
44,"TPL2","2","23","female","Recall","First Word","2","20","objurgate","rebuke","0","distant","8022"
44,"TPL2","2","23","female","Recall","First Word","2","21","inchoate","undeveloped","0","underdeveloped","6267"
44,"TPL2","2","23","female","Recall","First Word","2","22","interstice","space","0","branch","15861"
44,"TPL2","2","23","female","Recall","First Word","2","23","stanchion","support","0","standing","4838"
44,"TPL2","2","23","female","Recall","First Word","2","24","descry","discover","0","space","3983"
44,"TPL2","2","23","female","Recall","First Word","2","25","succursal","branch","1","branch","3549"
44,"TPL2","2","23","female","Recall","First Word","2","26","subluxation","dislocation","0","open","9415"
44,"TPL2","2","23","female","Recall","First Word","2","27","opprobrium","disgrace","0","object","14676"
44,"TPL2","2","23","female","Recall","First Word","2","28","subsecive","spare","0","subjective","13864"
44,"TPL2","2","23","female","Recall","First Word","2","29","everse","overthrow","0","universe","22469"
44,"TPL2","2","23","female","Recall","First Word","2","30","roke","mist","1","mist","10593"
44,"TPL2","2","23","female","PracticeMeaning",NA,"1","1","gadoid","fish","0","ammused","9454"
44,"TPL2","2","23","female","PracticeMeaning",NA,"1","2","achene","fruit","0","headavhe","9362"
44,"TPL2","2","23","female","PracticeMeaning",NA,"1","3","leggiadrous","elegant","0","tired","5016"
44,"TPL2","2","23","female","Meaning",NA,"1","1","slake","quench","0","snake","2279"
44,"TPL2","2","23","female","Meaning",NA,"1","2","spoliate","plunder","0","spontaneos","9003"
44,"TPL2","2","23","female","Meaning",NA,"1","3","stentorian","loud","0","stand","5176"
44,"TPL2","2","23","female","Meaning",NA,"1","4","recreant","surrendering","0","resent","4375"
44,"TPL2","2","23","female","Meaning",NA,"1","5","sprauncy","smart","0","spiral","4638"
44,"TPL2","2","23","female","Meaning",NA,"1","6","minatory","threatening","0","minor","3662"
44,"TPL2","2","23","female","Meaning",NA,"1","7","roil","billow","0","foil","3510"
44,"TPL2","2","23","female","Meaning",NA,"1","8","valinch","tube","0","vicious","6267"
44,"TPL2","2","23","female","Meaning",NA,"1","9","subduce","withdraw","0","subdue","5883"
44,"TPL2","2","23","female","Meaning",NA,"1","10","imprecation","curse","0","impatient","5606"
44,"TPL2","2","23","female","Meaning",NA,"1","11","compendious","concise","0","success","5046"
44,"TPL2","2","23","female","Meaning",NA,"1","12","orotund","pompous","0","round","4371"
44,"TPL2","2","23","female","Meaning",NA,"1","13","plangent","noisy","0","plague","5275"
44,"TPL2","2","23","female","Meaning",NA,"1","14","effulgent","shining","0","indulge","6022"
44,"TPL2","2","23","female","Meaning",NA,"1","15","burgeon","flourish","0","burden","3249"
44,"TPL2","2","23","female","Recall","Meaning","3","31","stentorian","loud","0","strength","7860"
44,"TPL2","2","23","female","Recall","Meaning","3","32","imprecation","curse","1","curse","4523"
44,"TPL2","2","23","female","Recall","Meaning","3","33","compendious","concise","0","precise","5613"
44,"TPL2","2","23","female","Recall","Meaning","3","34","spoliate","plunder","0","elegant","15186"
44,"TPL2","2","23","female","Recall","Meaning","3","35","sprauncy","smart","1","smart","3316"
44,"TPL2","2","23","female","Recall","Meaning","3","36","recreant","surrendering","0","surrender","8094"
44,"TPL2","2","23","female","Recall","Meaning","3","37","slake","quench","0","smart","9287"
44,"TPL2","2","23","female","Recall","Meaning","3","38","valinch","tube","1","tube","3275"
44,"TPL2","2","23","female","Recall","Meaning","3","39","burgeon","flourish","0","florishing","7510"
44,"TPL2","2","23","female","Recall","Meaning","3","40","roil","billow","1","billow","4944"
44,"TPL2","2","23","female","Recall","Meaning","3","41","subduce","withdraw","1","withdraw","5313"
44,"TPL2","2","23","female","Recall","Meaning","3","42","orotund","pompous","1","pompous","6369"
44,"TPL2","2","23","female","Recall","Meaning","3","43","effulgent","shining","1","shining","6093"
44,"TPL2","2","23","female","Recall","Meaning","3","44","plangent","noisy","1","noisy","13413"
44,"TPL2","2","23","female","Recall","Meaning","3","45","minatory","threatening","1","threatening","20819"
45,"TPL2","3","22","female","PracticeMeaning",NA,"1","1","carcanet","necklace","0","","0"
45,"TPL2","3","22","female","PracticeMeaning",NA,"1","2","leggiadrous","elegant","0","funny","4059"
45,"TPL2","3","22","female","PracticeMeaning",NA,"1","3","achene","fruit","1","fruit","6085"
45,"TPL2","3","22","female","PracticeRecall","meaning","1","1","carcanet","necklace","1","necklace","5473"
45,"TPL2","3","22","female","PracticeRecall","meaning","1","2","achene","fruit","1","fruit","2498"
45,"TPL2","3","22","female","PracticeRecall","meaning","1","3","leggiadrous","elegant","1","elegant","2502"
45,"TPL2","3","22","female","Meaning",NA,"1","1","immolate","sacrifice","0","nice","3585"
45,"TPL2","3","22","female","Meaning",NA,"1","2","contumacious","rebellious","0","contagious","8786"
45,"TPL2","3","22","female","Meaning",NA,"1","3","spoffish","fussy","0","odd","2940"
45,"TPL2","3","22","female","Meaning",NA,"1","4","stolid","unemotional","0","solid","7654"
45,"TPL2","3","22","female","Meaning",NA,"1","5","orotund","pompous","0","animal","6542"
45,"TPL2","3","22","female","Meaning",NA,"1","6","esculent","edible","0","glamourous","7750"
45,"TPL2","3","22","female","Meaning",NA,"1","7","opprobrium","disgrace","0","offer","7985"
45,"TPL2","3","22","female","Meaning",NA,"1","8","imprecation","curse","0","guil","9934"
45,"TPL2","3","22","female","Meaning",NA,"1","9","subduce","withdraw","0","subject","5268"
45,"TPL2","3","22","female","Meaning",NA,"1","10","valinch","tube","0","vain","3800"
45,"TPL2","3","22","female","Meaning",NA,"1","11","maunder","ramble","0","mundane","5478"
45,"TPL2","3","22","female","Meaning",NA,"1","12","stentorian","loud","0","old","7080"
45,"TPL2","3","22","female","Meaning",NA,"1","13","superate","overcome","0","tasty","9267"
45,"TPL2","3","22","female","Meaning",NA,"1","14","objurgate","rebuke","0","obstruct","5856"
45,"TPL2","3","22","female","Meaning",NA,"1","15","recreant","surrendering","0","holiday","6770"
45,"TPL2","3","22","female","Recall","Meaning","1","1","maunder","ramble","1","ramble","5792"
45,"TPL2","3","22","female","Recall","Meaning","1","2","recreant","surrendering","1","surrendering","4904"
45,"TPL2","3","22","female","Recall","Meaning","1","3","stentorian","loud","0","dontknow","29175"
45,"TPL2","3","22","female","Recall","Meaning","1","4","valinch","tube","1","tube","3706"
45,"TPL2","3","22","female","Recall","Meaning","1","5","objurgate","rebuke","1","rebuke","7099"
45,"TPL2","3","22","female","Recall","Meaning","1","6","esculent","edible","1","edible","3058"
45,"TPL2","3","22","female","Recall","Meaning","1","7","stolid","unemotional","1","unemotional","4657"
45,"TPL2","3","22","female","Recall","Meaning","1","8","spoffish","fussy","0","fuzzy","5827"
45,"TPL2","3","22","female","Recall","Meaning","1","9","immolate","sacrifice","0","dontremember","9618"
45,"TPL2","3","22","female","Recall","Meaning","1","10","imprecation","curse","1","curse","3670"
45,"TPL2","3","22","female","Recall","Meaning","1","11","orotund","pompous","0","dontremember","18200"
45,"TPL2","3","22","female","Recall","Meaning","1","12","superate","overcome","0","dontremember","11810"
45,"TPL2","3","22","female","Recall","Meaning","1","13","contumacious","rebellious","1","rebellious","21505"
45,"TPL2","3","22","female","Recall","Meaning","1","14","subduce","withdraw","0","overpower","27129"
45,"TPL2","3","22","female","Recall","Meaning","1","15","opprobrium","disgrace","0","dontremember","26033"
45,"TPL2","3","22","female","PracticeStudy",NA,"1","1","desman","mole",NA,NA,NA
45,"TPL2","3","22","female","PracticeStudy",NA,"1","2","infandous","horrible",NA,NA,NA
45,"TPL2","3","22","female","PracticeStudy",NA,"1","3","zamindar","landlord",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","1","encomium","tribute",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","2","everse","overthrow",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","3","picaroon","cheat",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","4","blandish","flatter",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","5","stanchion","support",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","6","effulgent","shining",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","7","slake","quench",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","8","compendious","concise",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","9","descry","discover",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","10","limpid","clear",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","11","subvention","grant",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","12","burgeon","flourish",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","13","immure","imprison",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","14","succursal","branch",NA,NA,NA
45,"TPL2","3","22","female","Study",NA,"1","15","subluxation","dislocation",NA,NA,NA
45,"TPL2","3","22","female","Recall","Study","2","16","subvention","grant","1","grant","4497"
45,"TPL2","3","22","female","Recall","Study","2","17","everse","overthrow","1","overthrow","7374"
45,"TPL2","3","22","female","Recall","Study","2","18","encomium","tribute","1","tribute","4047"
45,"TPL2","3","22","female","Recall","Study","2","19","succursal","branch","1","branch","3025"
45,"TPL2","3","22","female","Recall","Study","2","20","blandish","flatter","0","flutter","4111"
45,"TPL2","3","22","female","Recall","Study","2","21","burgeon","flourish","1","flourish","5342"
45,"TPL2","3","22","female","Recall","Study","2","22","slake","quench","0","fit","14744"
45,"TPL2","3","22","female","Recall","Study","2","23","limpid","clear","1","clear","3764"
45,"TPL2","3","22","female","Recall","Study","2","24","descry","discover","1","discover","9499"
45,"TPL2","3","22","female","Recall","Study","2","25","stanchion","support","0","stumble","22422"
45,"TPL2","3","22","female","Recall","Study","2","26","picaroon","cheat","0","pursuit","19407"
45,"TPL2","3","22","female","Recall","Study","2","27","immure","imprison","1","imprison","5483"
45,"TPL2","3","22","female","Recall","Study","2","28","effulgent","shining","1","shining","3895"
45,"TPL2","3","22","female","Recall","Study","2","29","subluxation","dislocation","1","dislocation","5111"
45,"TPL2","3","22","female","Recall","Study","2","30","compendious","concise","1","concise","4650"
45,"TPL2","3","22","female","PracticeFirstWord",NA,"1","1","gadoid","fish","0","rock","2576"
45,"TPL2","3","22","female","PracticeFirstWord",NA,"1","2","droze","drip","0","flower","3566"
45,"TPL2","3","22","female","PracticeFirstWord",NA,"1","3","tantivy","quick","0","ivy","4951"
45,"TPL2","3","22","female","First Word",NA,"1","1","spoliate","plunder","0","soil","4670"
45,"TPL2","3","22","female","First Word",NA,"1","2","plangent","noisy","0","blushing","8987"
45,"TPL2","3","22","female","First Word",NA,"1","3","roke","mist","0","stool","5248"
45,"TPL2","3","22","female","First Word",NA,"1","4","sprauncy","smart","0","jumpy","4708"
45,"TPL2","3","22","female","First Word",NA,"1","5","inchoate","undeveloped","0","incapable","6577"
45,"TPL2","3","22","female","First Word",NA,"1","6","inculcate","instil","0","incompetent","5796"
45,"TPL2","3","22","female","First Word",NA,"1","7","frond","leaf","0","frown","3090"
45,"TPL2","3","22","female","First Word",NA,"1","8","interstice","space","0","middle","4837"
45,"TPL2","3","22","female","First Word",NA,"1","9","roil","billow","0","foil","2994"
45,"TPL2","3","22","female","First Word",NA,"1","10","lassitude","tiredness","0","latitude","4615"
45,"TPL2","3","22","female","First Word",NA,"1","11","minatory","threatening","0","mandatory","5157"
45,"TPL2","3","22","female","First Word",NA,"1","12","peculate","embezzle","0","suspicious","6560"
45,"TPL2","3","22","female","First Word",NA,"1","13","gossamer","flimsy","0","gun","6090"
45,"TPL2","3","22","female","First Word",NA,"1","14","subsecive","spare","0","indecisive","5958"
45,"TPL2","3","22","female","First Word",NA,"1","15","inimical","hostile","0","unimportant","7804"
45,"TPL2","3","22","female","Recall","First Word","3","31","frond","leaf","1","leaf","3887"
45,"TPL2","3","22","female","Recall","First Word","3","32","sprauncy","smart","0","intelligent","13559"
45,"TPL2","3","22","female","Recall","First Word","3","33","inchoate","undeveloped","0","unkind","5310"
45,"TPL2","3","22","female","Recall","First Word","3","34","spoliate","plunder","0","scrub","14238"
45,"TPL2","3","22","female","Recall","First Word","3","35","subsecive","spare","0","unkind","20180"
45,"TPL2","3","22","female","Recall","First Word","3","36","peculate","embezzle","0","accomplished","14485"
45,"TPL2","3","22","female","Recall","First Word","3","37","plangent","noisy","0","stool","16908"
45,"TPL2","3","22","female","Recall","First Word","3","38","inculcate","instil","0","unpleasant","15124"
45,"TPL2","3","22","female","Recall","First Word","3","39","minatory","threatening","1","threatening","7921"
45,"TPL2","3","22","female","Recall","First Word","3","40","lassitude","tiredness","1","tiredness","7203"
45,"TPL2","3","22","female","Recall","First Word","3","41","roil","billow","0","glamour","17089"
45,"TPL2","3","22","female","Recall","First Word","3","42","inimical","hostile","1","hostile","4945"
45,"TPL2","3","22","female","Recall","First Word","3","43","roke","mist","0","tree","12402"
45,"TPL2","3","22","female","Recall","First Word","3","44","gossamer","flimsy","1","flimsy","4566"
45,"TPL2","3","22","female","Recall","First Word","3","45","interstice","space","1","space","4598"
46,"TPL2","4","19","female","PracticeMeaning",NA,"1","1","leggiadrous","elegant","0","","0"
46,"TPL2","4","19","female","PracticeMeaning",NA,"1","2","achene","fruit","0","large","5747"
46,"TPL2","4","19","female","PracticeMeaning",NA,"1","3","infandous","horrible","0","fast","6428"
46,"TPL2","4","19","female","PracticeRecall","meaning","1","1","infandous","horrible","1","horrible","16240"
46,"TPL2","4","19","female","PracticeRecall","meaning","1","2","achene","fruit","1","fruit","4382"
46,"TPL2","4","19","female","PracticeRecall","meaning","1","3","leggiadrous","elegant","1","elegant","4869"
46,"TPL2","4","19","female","Meaning",NA,"1","1","immure","imprison","0","loud","4977"
46,"TPL2","4","19","female","Meaning",NA,"1","2","roke","mist","0","take","5191"
46,"TPL2","4","19","female","Meaning",NA,"1","3","spoffish","fussy","0","rude","4720"
46,"TPL2","4","19","female","Meaning",NA,"1","4","compendious","concise","0","timely","5391"
46,"TPL2","4","19","female","Meaning",NA,"1","5","subvention","grant","0","take","5623"
46,"TPL2","4","19","female","Meaning",NA,"1","6","effulgent","shining","0","costly","5185"
46,"TPL2","4","19","female","Meaning",NA,"1","7","descry","discover","0","upsetting","5655"
46,"TPL2","4","19","female","Meaning",NA,"1","8","stentorian","loud","0","stately","7604"
46,"TPL2","4","19","female","Meaning",NA,"1","9","peculate","embezzle","0","think","4755"
46,"TPL2","4","19","female","Meaning",NA,"1","10","recreant","surrendering","0","studen","9949"
46,"TPL2","4","19","female","Meaning",NA,"1","11","inimical","hostile","0","small","4438"
46,"TPL2","4","19","female","Meaning",NA,"1","12","contumacious","rebellious","0","complex","5688"
46,"TPL2","4","19","female","Meaning",NA,"1","13","stanchion","support","0","stable","8686"
46,"TPL2","4","19","female","Meaning",NA,"1","14","lassitude","tiredness","0","amount","7458"
46,"TPL2","4","19","female","Meaning",NA,"1","15","orotund","pompous","0","round","6468"
46,"TPL2","4","19","female","Recall","Meaning","1","1","roke","mist","1","mist","5003"
46,"TPL2","4","19","female","Recall","Meaning","1","2","compendious","concise","1","concise","10594"
46,"TPL2","4","19","female","Recall","Meaning","1","3","inimical","hostile","0","fussy","31331"
46,"TPL2","4","19","female","Recall","Meaning","1","4","stanchion","support","1","support","5625"
46,"TPL2","4","19","female","Recall","Meaning","1","5","effulgent","shining","0","fussy","27499"
46,"TPL2","4","19","female","Recall","Meaning","1","6","stentorian","loud","0","slow","52754"
46,"TPL2","4","19","female","Recall","Meaning","1","7","peculate","embezzle","1","embezzle","12924"
46,"TPL2","4","19","female","Recall","Meaning","1","8","immure","imprison","0","quiet","20721"
46,"TPL2","4","19","female","Recall","Meaning","1","9","spoffish","fussy","1","fussy","9968"
46,"TPL2","4","19","female","Recall","Meaning","1","10","contumacious","rebellious","0","loud","12200"
46,"TPL2","4","19","female","Recall","Meaning","1","11","orotund","pompous","0","rude","31615"
46,"TPL2","4","19","female","Recall","Meaning","1","12","subvention","grant","0","compromise","19815"
46,"TPL2","4","19","female","Recall","Meaning","1","13","recreant","surrendering","0","rebel","12808"
46,"TPL2","4","19","female","Recall","Meaning","1","14","lassitude","tiredness","0","quiet","44069"
46,"TPL2","4","19","female","Recall","Meaning","1","15","descry","discover","1","discover","10336"
46,"TPL2","4","19","female","PracticeFirstWord",NA,"1","1","carcanet","necklace","0","dead","5933"
46,"TPL2","4","19","female","PracticeFirstWord",NA,"1","2","droze","drip","0","sleep","4033"
46,"TPL2","4","19","female","PracticeFirstWord",NA,"1","3","desman","mole","0","discust","6912"
46,"TPL2","4","19","female","First Word",NA,"1","1","subluxation","dislocation","0","relax","4820"
46,"TPL2","4","19","female","First Word",NA,"1","2","inculcate","instil","0","innoculate","9457"
46,"TPL2","4","19","female","First Word",NA,"1","3","interstice","space","0","insect","4155"
46,"TPL2","4","19","female","First Word",NA,"1","4","roil","billow","0","plot","5219"
46,"TPL2","4","19","female","First Word",NA,"1","5","limpid","clear","0","floppy","5556"
46,"TPL2","4","19","female","First Word",NA,"1","6","inchoate","undeveloped","0","inside","8462"
46,"TPL2","4","19","female","First Word",NA,"1","7","opprobrium","disgrace","0","science","5740"
46,"TPL2","4","19","female","First Word",NA,"1","8","subsecive","spare","0","lesser","6436"
46,"TPL2","4","19","female","First Word",NA,"1","9","frond","leaf","0","less","9084"
